0,33,1
0,45,1
1,33,1
2,45,1
3,33,1
4,45,1
5,45,1
6,33,1
7,45,1
8,33,1
8,45,1
9,45,1
10,33,1
11,45,1
12,33,1
13,45,1
14,33,1
15,45,1
16,33,1
16,45,1
17,45,1
18,33,1
19,45,1
20,33,1
20,45,1
21,33,1
22,33,1
22,45,1
23,33,1
24,33,1
24,45,1
25,33,1
26,33,1
26,45,1
27,26,1
27,38,1
28,38,1
29,45,1
30,50,1
31,50,1
32,55,1
33,62,1
34,62,1
35,55,1
36,50,1
37,55,1
38,52,1
39,45,1
40,52,1
41,45,1
42,40,1
43,45,1
44,40,1
45,33,1
46,45,1
47,40,1
48,33,1
49,26,1
49,38,1
50,38,1
51,45,1
52,50,1
53,50,1
54,57,1
55,62,1
56,62,1
57,57,1
58,50,1
59,57,1
60,50,1
61,45,1
62,52,1
63,45,1
64,40,1
65,33,1
65,40,1
66,31,1
66,38,1
67,30,1
67,37,1
68,28,1
69,35,1
70,26,1
70,33,1
71,33,1
72,38,1
73,43,1
74,50,1
75,50,1
76,57,1
77,62,1
78,62,1
79,57,1
80,50,1
81,55,1
82,50,1
83,43,1
84,50,1
85,43,1
86,38,1
87,43,1
88,38,1
89,31,1
90,31,1
91,38,1
92,43,1
93,33,1
93,45,1
94,45,1
95,50,1
96,57,1
97,57,1
98,50,1
99,45,1
100,57,1
101,50,1
102,45,1
103,33,1
103,45,1
104,45,1
105,52,1
105,57,1
106,45,1
107,38,1
107,50,1
108,26,1
108,38,1
109,26,1
109,38,1
110,45,1
111,52,1
112,57,1
113,57,1
114,52,1
115,45,1
116,45,1
117,52,1
118,57,1
119,57,1
120,52,1
121,45,1
122,45,1
123,52,1
124,57,1
125,57,1
126,52,1
127,45,1
128,45,1
129,52,1
130,57,1
131,57,1
132,52,1
133,45,1
134,45,1
135,52,1
136,57,1
137,57,1
138,52,1
139,45,1
140,46,1
141,54,1
142,58,1
143,58,1
144,54,1
145,46,1
146,47,1
146,54,1
147,42,1
147,52,1
148,43,1
148,49,1
148,52,1
149,38,1
149,50,1
150,26,1
150,38,1
151,38,1
152,45,1
153,50,1
154,50,1
155,57,1
156,62,1
157,62,1
158,57,1
159,50,1
160,55,1
161,50,1
162,43,1
163,50,1
167,43,1
168,36,1
169,43,1
170,36,1
171,29,1
172,29,1
173,36,1
174,43,1
175,31,1
175,45,1
176,45,1
177,50,1
178,57,1
179,57,1
180,50,1
181,45,1
182,57,1
183,50,1
184,45,1
185,33,1
185,45,1
186,45,1
187,52,1
187,57,1
188,45,1
189,38,1
190,50,1
191,26,1
191,38,1
192,38,1
192,50,1
193,50,1
194,59,1
194,62,1
195,50,1
196,38,1
197,50,1
198,50,1
199,57,1
199,62,1
200,50,1
201,38,1
201,50,1
202,50,1
203,55,1
203,62,1
204,50,1
205,38,1
205,50,1
206,50,1
207,57,1
207,62,1
208,50,1
209,37,1
209,49,1
210,49,1
211,57,1
211,61,1
212,49,1
213,36,1
216,48,1
217,48,1
218,57,1
218,62,1
219,48,1
220,35,1
220,47,1
221,47,1
222,55,1
222,62,1
223,47,1
224,34,1
224,46,1
225,46,1
226,56,1
226,62,1
227,46,1
228,33,1
228,45,1
229,45,1
229,57,1
230,45,1
230,57,1
231,45,1
231,57,1
232,45,1
232,57,1
233,45,1
233,57,1
234,45,1
234,57,1
235,33,1
235,45,1
236,33,1
236,45,1
237,33,1
237,45,1
238,33,1
238,45,1
239,26,1
239,38,1
240,38,1
240,50,1
241,38,1
241,50,1
242,38,1
242,50,1
243,38,1
243,50,1
244,38,1
244,50,1
245,38,1
245,50,1
246,38,1
246,50,1
247,54,1
247,57,1
247,62,1
248,54,1
248,57,1
248,62,1
249,54,1
249,57,1
249,62,1
250,54,1
250,57,1
250,62,1
251,55,1
251,57,1
251,61,1
252,55,1
252,57,1
252,61,1
253,55,1
253,57,1
253,61,1
254,55,1
254,57,1
254,61,1
255,54,1
255,57,1
255,62,1
256,54,1
256,57,1
256,62,1
257,54,1
257,57,1
257,62,1
258,54,1
258,57,1
258,62,1
259,57,1
259,62,1
259,66,1
260,57,1
260,62,1
260,66,1
261,57,1
261,55,1
261,59,1
262,55,1
263,54,1
264,52,1
265,50,1
265,54,1
265,62,1
266,54,1
266,57,1
266,62,1
267,54,1
