0,62,1
1,62,1
2,69,1
3,62,1
4,62,1
5,69,1
6,62,1
7,62,1
8,62,1
9,69,1
10,62,1
11,62,1
12,62,1
13,62,1
14,69,1
15,62,1
16,62,1
17,69,1
18,62,1
19,62,1
20,74,1
21,62,1
22,62,1
23,62,1
24,62,1
25,62,1
26,62,1
27,55,1
28,62,1
29,62,1
30,62,1
31,64,1
32,61,1
33,62,1
34,57,1
35,62,1
36,62,1
37,62,1
38,62,1
39,55,1
40,62,1
41,62,1
42,62,1
43,66,1
44,61,1
45,62,1
46,64,1
47,66,1
48,66,1
49,66,1
50,67,1
51,59,1
52,67,1
53,64,1
54,64,1
55,66,1
56,66,1
57,62,1
58,62,1
59,66,1
60,66,1
61,64,1
62,64,1
63,64,1
64,64,1
65,64,1
66,64,1
67,62,1
68,62,1
69,62,1
70,62,1
71,62,1
72,66,1
73,69,1
74,69,1
75,69,1
76,62,1
76,71,1
77,71,1
78,71,1
79,62,1
79,69,1
80,69,1
81,67,1
82,62,1
83,66,1
84,66,1
85,66,1
86,66,1
87,66,1
87,61,1
88,66,1
89,69,1
90,62,1
90,69,1
91,64,1
92,64,1
93,64,1
94,64,1
95,64,1
95,61,1
96,67,1
97,66,1
98,62,1
98,66,1
99,62,1
100,66,1
101,61,1
101,69,1
102,69,1
103,69,1
104,62,1
104,71,1
105,71,1
106,71,1
107,62,1
107,69,1
108,69,1
109,67,1
110,62,1
110,66,1
111,59,1
112,66,1
113,66,1
113,61,1
114,66,1
115,67,1
116,67,1
116,62,1
117,64,1
118,64,1
119,64,1
120,64,1
120,61,1
121,67,1
122,66,1
123,62,1
123,66,1
124,62,1
125,66,1
126,66,1
127,59,1
127,64,1
128,64,1
129,64,1
130,62,1
131,62,1
132,62,1
133,64,1
134,66,1
135,62,1
136,64,1
137,66,1
138,62,1
139,64,1
140,66,1
141,64,1
142,62,1
143,62,1
144,64,1
145,66,1
146,62,1
147,64,1
148,66,1
149,59,1
150,62,1
151,66,1
152,64,1
153,64,1
153,59,1
154,64,1
155,64,1
156,62,1
157,62,1
158,74,1
159,76,1
160,71,1
160,78,1
161,74,1
162,76,1
163,78,1
163,73,1
164,74,1
165,76,1
166,78,1
166,67,1
167,67,1
167,76,1
168,67,1
168,74,1
169,74,1
170,76,1
171,71,1
171,78,1
172,74,1
173,76,1
174,78,1
174,73,1
175,71,1
176,74,1
177,71,1
177,78,1
178,69,1
178,76,1
179,69,1
179,73,1
179,76,1
180,69,1
180,76,1
181,69,1
181,76,1
182,74,1
183,65,1
183,67,1
183,69,1
184,74,1
185,62,1
185,67,1
186,62,1
186,67,1
187,61,1
187,62,1
187,67,1
188,62,1
188,67,1
189,62,1
189,67,1
190,62,1
190,67,1
191,62,1
191,67,1
192,62,1
192,67,1
193,62,1
193,67,1
194,61,1
194,62,1
194,67,1
195,62,1
195,67,1
196,62,1
196,67,1
197,59,1
197,67,1
198,62,1
198,67,1
199,62,1
199,67,1
200,61,1
200,62,1
200,67,1
201,62,1
201,67,1
202,62,1
202,67,1
203,62,1
203,67,1
204,66,1
204,71,1
204,74,1
205,66,1
205,71,1
205,78,1
206,66,1
206,71,1
206,76,1
207,64,1
207,67,1
207,69,1
207,76,1
208,64,1
208,67,1
208,69,1
208,76,1
209,64,1
209,67,1
209,69,1
209,76,1
210,74,1
211,69,1
211,67,1
211,65,1
212,74,1
213,62,1
214,62,1
214,69,1
215,61,1
215,64,1
215,69,1
216,62,1
216,64,1
216,69,1
217,62,1
217,64,1
217,69,1
218,62,1
218,69,1
219,62,1
219,69,1
220,62,1
220,69,1
221,62,1
221,69,1
222,61,1
222,62,1
222,69,1
223,62,1
223,69,1
224,62,1
224,69,1
225,59,1
225,69,1
226,62,1
226,62,1
226,69,1
227,61,1
227,64,1
227,69,1
228,62,1
228,64,1
228,69,1
229,62,1
229,64,1
229,69,1
230,62,1
231,69,1
232,62,1
233,62,1
234,62,1
235,62,1
236,62,1
237,62,1
238,55,1
239,62,1
240,62,1
241,62,1
242,64,1
243,61,1
244,62,1
245,57,1
246,61,1
247,61,1
247,61,1
248,62,1
249,55,1
250,62,1
251,62,1
252,62,1
253,66,1
254,61,1
255,62,1
256,57,1
257,66,1
258,66,1
259,66,1
260,66,1
261,66,1
262,67,1
263,62,1
264,67,1
265,64,1
266,64,1
267,66,1
268,66,1
269,57,1
270,66,1
271,66,1
272,64,1
273,64,1
274,64,1
275,64,1
276,64,1
277,64,1
278,62,1
279,62,1
280,62,1
281,62,1
282,66,1
283,69,1
284,69,1
285,69,1
286,69,1
286,62,1
287,71,1
288,71,1
289,71,1
290,62,1
291,69,1
292,69,1
293,67,1
294,62,1
294,66,1
295,66,1
296,66,1
297,66,1
298,61,1
298,66,1
299,66,1
300,69,1
301,62,1
301,69,1
302,64,1
303,64,1
304,64,1
305,64,1
306,61,1
306,64,1
307,67,1
308,66,1
309,62,1
310,66,1
311,62,1
312,66,1
313,61,1
316,69,1
317,69,1
318,69,1
319,62,1
320,71,1
321,71,1
322,71,1
323,62,1
323,69,1
324,69,1
325,67,1
236,62,1
326,66,1
327,59,1
328,66,1
329,61,1
329,66,1
330,66,1
331,66,1
332,62,1
332,67,1
333,64,1
334,64,1
335,64,1
336,61,1
336,64,1
337,67,1
338,66,1
339,66,1
339,62,1
340,66,1
340,69,1
340,74,1
341,66,1
341,69,1
341,78,1
342,66,1
342,69,1
342,76,1
343,66,1
343,69,1
343,76,1
344,66,1
344,69,1
344,76,1
345,66,1
345,69,1
345,76,1
346,74,1
347,67,1
347,69,1
347,71,1
348,62,1
348,69,1
349,62,1
349,69,1
350,61,1
350,62,1
350,69,1
351,62,1
351,69,1
352,62,1
352,69,1
353,62,1
353,69,1
354,62,1
354,69,1
355,62,1
355,69,1
356,62,1
356,69,1
357,61,1
357,62,1
357,69,1
358,62,1
358,69,1
359,62,1
359,69,1
360,59,1
360,69,1
361,62,1
361,69,1
362,62,1
362,69,1
363,61,1
363,62,1
363,69,1
364,62,1
364,69,1
365,62,1
365,69,1
366,62,1
366,69,1
367,66,1
367,71,1
367,74,1
368,66,1
368,71,1
368,78,1
369,66,1
369,71,1
369,76,1
370,64,1
370,69,1
370,71,1
370,76,1
371,64,1
371,69,1
371,71,1
371,76,1
372,64,1
372,69,1
372,71,1
372,76,1
373,74,1
374,67,1
374,69,1
374,71,1
375,74,1
376,62,1
377,62,1
377,69,1
378,61,1
378,64,1
378,69,1
379,62,1
379,64,1
379,69,1
380,62,1
380,64,1
380,69,1
381,62,1
381,69,1
382,62,1
382,69,1
383,62,1
383,69,1
384,62,1
384,69,1
385,61,1
385,62,1
385,69,1
386,62,1
386,69,1
387,62,1
387,69,1
388,59,1
388,69,1
389,62,1
390,62,1
390,69,1
391,61,1
391,64,1
391,69,1
392,62,1
392,64,1
392,69,1
393,62,1
393,69,1
394,62,1
394,69,1
395,66,1
395,71,1
396,66,1
396,71,1
396,74,1
397,66,1
397,71,1
398,66,1
398,71,1
398,76,1
399,64,1
399,67,1
399,69,1
399,76,1
400,64,1
400,67,1
400,69,1
400,76,1
401,64,1
401,67,1
401,69,1
401,76,1
402,74,1
403,74,1
404,69,1
405,78,1
406,79,1
407,69,1
408,74,1
409,76,1
410,78,1
411,69,1
412,74,1
413,78,1
414,78,1
415,69,1
416,74,1
417,76,1
418,74,1
419,69,1
420,74,1
421,78,1
422,79,1
423,69,1
424,74,1
425,76,1
426,78,1
427,74,1
428,76,1
429,78,1
430,78,1
431,69,1
432,74,1
433,76,1
434,74,1
435,69,1
436,74,1
437,78,1
438,79,1
439,69,1
440,74,1
441,76,1
442,78,1
446,78,1
447,69,1
448,74,1
449,76,1
450,74,1
451,69,1
452,74,1
453,78,1
454,79,1
455,69,1
456,74,1
457,76,1
458,78,1
459,69,1
459,78,1
460,69,1
461,73,1
462,73,1
462,74,1
463,73,1
463,76,1
464,69,1
464,73,1
465,69,1
466,74,1
467,69,1
468,74,1
469,69,1
470,76,1
471,76,1
472,69,1
473,76,1
474,78,1
475,76,1
475,78,1
476,69,1
477,76,1
477,78,1
478,78,1
479,76,1
479,78,1
480,69,1
480,76,1
481,69,1
